Country,Regiune,Nume Regiune,TIP,Judet,Niv,Nat Level,Nat Lev Name,Sirsup,Cnt Id,Cnt Name,Cnt Abbr,Rang,Siruta,Denloc,Nume Uat,Codp,FS2,FS3,FSJ,FSL,Fictiv,Area Sqm Uat,Perimeter M Uat,Latitude Uat,Longitude Uat,Pop 1Ian2020,Count of siruta_uat_pop.csv
Ro,1,Nord-Est,23,4,3,,,24338,,,,V,24365,Barneşti,,60743200,452141,3000776,4,4.52142E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24338,,,,V,24374,Basaşti,,60743300,452141,3000782,4,4.52142E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24338,,,,V,24383,Cîmpeni,,60743400,452141,3002336,4,4.52142E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24338,,,,V,24392,Hâineala,,60743600,452141,3005760,4,4.52142E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24338,,,,V,24409,Pustiana,,60743700,452141,3009621,4,4.52142E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24338,,,,V,24418,Tarîţa,,60743800,452141,3011813,4,4.52142E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24427,,,,V,24445,Budeşti,,60744100,452204,3001803,4,4.52205E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24427,,,,V,24454,Dorneni,,60744200,452204,3004203,4,4.52205E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24427,,,,V,24463,Fundu Tutovei,,60744300,452204,3004934,4,4.52205E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24427,,,,V,24472,Iţcani,,60744400,452204,3006225,4,4.52205E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24427,,,,V,24481,Rusenii Razeşi,,60744600,452204,3010201,4,4.52205E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24427,,,,V,24490,Rusenii De Sus,,60744700,452204,3010199,4,4.52205E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24427,,,,V,24506,Straminoasa,,60744800,452204,3011308,4,4.52205E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24427,,,,V,24515,Ţîgîra,,60744900,452204,3012343,4,4.52205E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24524,,,,V,24542,Balaneşti,,60745100,452222,3000648,4,4.52223E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24524,,,,V,24551,Cabeşti,,60745200,452222,3002102,4,4.52223E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24524,,,,V,24560,Fichiteşti,,60745300,452222,3004716,4,4.52223E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24524,,,,V,24579,Giurgioana,,60745400,452222,3005302,4,4.52223E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24524,,,,V,24588,Hanţa,,60745600,452222,3005698,4,4.52223E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24524,,,,V,24597,Lehancea,,60745700,452222,3006549,4,4.52223E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24524,,,,V,24604,Plopu,,60745800,452222,3009032,4,4.52223E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24524,,,,V,24613,Racuşana,,60745900,452222,3009754,4,4.52223E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24524,,,,V,24622,Sîrbi,,60746100,452222,3010675,4,4.52223E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24631,,,,V,24659,Bucşeşti,,60746600,452223,3001753,4,4.52224E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24631,,,,V,24668,Cernu,,60746700,452223,3002523,4,4.52224E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24631,,,,V,24677,Cornet,,60746800,452223,3003261,4,4.52224E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24631,,,,V,24686,Negreni,,60746900,452223,3007945,4,4.52224E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24631,,,,V,24695,Prohozeşti,,60747100,452223,3009561,4,4.52224E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24631,,,,V,24702,Valea Şoşii,,60747200,452223,3012984,4,4.52224E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24711,,,,V,24739,Gura Vaii,,60747600,452314,3005635,4,4.52315E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24711,,,,V,24748,Halmacioaia,,60747700,452314,3005727,4,4.52315E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24711,,,,V,24757,Ilieşi,,60747800,452314,3006121,4,4.52315E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24766,,,,V,24784,Ciucani,,60748100,452332,3002876,4,4.52333E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24766,,,,V,24793,Fundu Racaciuni,,60748200,452332,3004933,4,4.52333E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24766,,,,V,24800,Gheorghe Doja,,60748400,452332,3005166,4,4.52333E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24766,,,,V,24819,Gîşteni,,60748300,452332,3005117,4,4.52333E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24766,,,,V,24828,Rastoaca,,60748600,452332,3009804,4,4.52333E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24837,,,,V,24855,Barcana,,60749100,452334,3000497,4,4.52335E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24837,,,,V,24864,Bucşa,,60749200,452334,3001745,4,4.52335E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24837,,,,V,24873,Buda,,60749300,452334,3001776,4,4.52335E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24837,,,,V,24882,Burdusaci,,60749400,452334,3001912,4,4.52335E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24837,,,,V,24891,Danaila,,60749600,452334,3003833,4,4.52335E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24837,,,,V,24908,Dumbrava,,60749700,452334,3004396,4,4.52335E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24837,,,,V,24917,Farcaşa,,60749800,452334,3004531,4,4.52335E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24837,,,,V,24926,Fundatura Rachitoasa,,60749900,452334,3004917,4,4.52335E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24837,,,,V,24935,Haghiac,,60750100,452334,3005716,4,4.52335E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24837,,,,V,24944,Magazia,,60750200,452334,3006933,4,4.52335E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24837,,,,V,24953,Moviliţa,,60750300,452334,3007771,4,4.52335E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24837,,,,V,24962,Oprişeşti,,60750400,452334,3008295,4,4.52335E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24837,,,,V,24971,Putini,,60750600,452334,3009632,4,4.52335E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24837,,,,V,24980,Tochilea,,60750700,452334,3012080,4,4.52335E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24999,,,,V,25013,Misihaneşti,,60751100,452416,3007573,4,4.52417E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24999,,,,V,25022,Neguşeni,,60751200,452416,3007974,4,4.52417E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24999,,,,V,25031,Poieni,,60751300,452416,3009272,4,4.52417E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24999,,,,V,25040,Valea Mare,,60751400,452416,3012829,4,4.52417E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,24999,,,,V,25059,Valea Mica,,60751600,452416,3012861,4,4.52417E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25068,,,,V,25086,Bereşti,,60752100,452461,3000997,4,4.52462E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25068,,,,V,25095,Conţeşti,,60752200,452461,3003163,4,4.52462E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25068,,,,V,25102,Panceşti,,60752300,452461,3008551,4,4.52462E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25068,,,,V,25111,Sascut-Sat,,60752400,452461,3010295,4,4.52462E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25068,,,,V,25120,Schineni,,60752600,452461,3010720,4,4.52462E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25068,,,,V,25139,Valea Nacului,,60752700,452461,3012878,4,4.52462E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25148,,,,V,25166,Bîrzuleşti,,60753100,452493,3000885,4,4.52494E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25148,,,,V,25175,Coman,,60753200,452493,3003110,4,4.52494E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25148,,,,V,25184,Mateieşti,,60753300,452493,3007042,4,4.52494E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25148,,,,V,25193,Stufu,,60753400,452493,3011358,4,4.52494E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25148,,,,V,25200,Tisa,,60753600,452493,3012053,4,4.52494E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25148,,,,V,25219,Verşeşti,,60753700,452493,3013302,4,4.52494E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25228,,,,V,25246,Bogdan Voda,,60754100,452506,3001249,4,4.52507E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25228,,,,V,25255,Costei,,60754200,452506,3003339,4,4.52507E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25228,,,,V,25264,Schineni,,60754300,452506,3010721,4,4.52507E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25228,,,,V,25273,Siretu,,60754400,452506,3010962,4,4.52507E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25228,,,,V,25282,Şerbeşti,,60754600,452506,3011530,4,4.52507E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25291,,,,V,25317,Bogdaneşti,,60755100,452538,3001267,4,4.52539E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25291,,,,V,25326,Floreşti,,60755200,452538,3004790,4,4.52539E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25291,,,,V,25335,Grigoreni,,60755300,452538,3005510,4,4.52539E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25291,,,,V,25344,Stejaru,,60755400,452538,3011244,4,4.52539E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25291,,,,V,25353,Şerpeni,,60755600,452538,3011540,4,4.52539E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25362,,,,V,25399,Berbinceni,,60756200,452552,3000972,4,4.52553E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25362,,,,V,25406,Chiticeni,,60756300,452552,3002704,4,4.52553E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25362,,,,V,25424,Fundeni,,60756600,452552,3004924,4,4.52553E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25362,,,,V,25433,Glodişoarele,,60756700,452552,3005349,4,4.52553E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25362,,,,V,25460,Valea Fânaţului,,60757100,452552,3012741,4,4.52553E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25362,,,,V,25479,Valeni,,60757200,452552,3013114,4,4.52553E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25488,,,,V,25503,Cucuieţi,,60758100,452631,3003666,4,4.52632E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25488,,,,V,25512,Sarata,,60758200,452631,3010489,4,4.52632E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25521,,,,V,25549,Baloteşti,,60758600,452650,3000460,4,4.52651E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25521,,,,V,25558,Belciuneasa,,60758700,452650,3000937,4,4.52651E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25521,,,,V,25567,Beneşti,,60758800,452650,3000961,4,4.52651E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25521,,,,V,25576,Craieşti,,60758900,452650,3003515,4,4.52651E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25521,,,,V,25585,Gorgheşti,,60759100,452650,3005418,4,4.52651E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25521,,,,V,25594,Slobozia,,60759200,452650,3011013,4,4.52651E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25521,,,,V,25601,Slobozia Noua,,60759300,452650,3011039,4,4.52651E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25521,,,,V,25610,Valeni,,60759400,452650,3013110,4,4.52651E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25629,,,,V,25647,Cetaţuia,,60759600,452677,3002550,4,4.52678E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25629,,,,V,25656,Iaz,,60759700,452677,3006029,4,4.52678E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25629,,,,V,25665,Nadişa,,60759800,452677,3007856,4,4.52678E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25629,,,,V,25674,Petricica,,60759900,452677,3008788,4,4.52678E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25629,,,,V,25683,Rachitişu,,60760100,452677,3009742,4,4.52678E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25692,,,,V,25718,Chetriş,,60761600,452787,3002605,4,4.52788E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25692,,,,V,25727,Furnicari,,60761700,452787,3004948,4,4.52788E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25745,,,,V,25763,Cornii De Jos,,60762100,452808,3003273,4,4.52809E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25745,,,,V,25772,Cornii De Sus,,60762200,452808,3003274,4,4.52809E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25745,,,,V,25781,Drageşti,,60762300,452808,3004294,4,4.52809E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25745,,,,V,25790,Gherdana,,60762400,452808,3005178,4,4.52809E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25745,,,,V,25807,Giurgeni,,60762600,452808,3005294,4,4.52809E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25745,,,,V,25816,Ungureni,,60762700,452808,3012498,4,4.52809E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25825,,,,V,25843,Tuta,,60763100,452850,3012319,4,4.52851E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25825,,,,V,25852,Viişoara,,60763200,452850,3013373,4,4.52851E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25861,,,,V,25889,Bogdaneşti,,60763600,452881,3001269,4,4.52882E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25861,,,,V,25898,Hertioana De Jos,,60763700,452881,3005802,4,4.52882E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25861,,,,V,25905,Hertioana-Razeşi,,60763800,452881,3005803,4,4.52882E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25861,,,,V,25923,Zapodia,,60764100,452881,3013634,4,4.52882E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25932,,,,V,25950,Bartaşeşti,,60764600,452951,3000780,4,4.52952E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25932,,,,V,25969,Bibireşti,,60764700,452951,3001050,4,4.52952E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25932,,,,V,25978,Bota,,60764800,452951,3001430,4,4.52952E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25932,,,,V,25987,Boteşti,,60764900,452951,3001441,4,4.52952E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25932,,,,V,25996,Gîrla Anei,,60765100,452951,3005104,4,4.52952E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25932,,,,V,26001,Viforeni,,60765200,452951,3013351,4,4.52952E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,25932,,,,V,26010,Zlatari,,60765300,452951,3013706,4,4.52952E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,26029,,,,V,26047,Cornaţel,,60765600,452961,3003240,4,4.52962E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,26029,,,,V,26056,Lunca Dochiei,,60765700,452961,3006828,4,4.52962E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,26029,,,,V,26065,Satu Nou,,60765800,452961,3010327,4,4.52962E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,26029,,,,V,26074,Slobozia,,60765900,452961,3011010,4,4.52962E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,26083,,,,V,26109,Cucova,,60766100,453006,3003660,4,4.53007E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,26118,,,,V,26136,Bosia,,60766600,453146,3001421,4,4.53147E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,26118,,,,V,26145,Dadeşti,,60766700,453146,3003819,4,4.53147E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,26118,,,,V,26154,Dorneni,,60766800,453146,3004204,4,4.53147E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,26118,,,,V,26163,Ghilaveşti,,60766900,453146,3005212,4,4.53147E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,26118,,,,V,26172,Godineştii De Jos,,60767100,453146,3005368,4,4.53147E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,26118,,,,V,26181,Godineştii De Sus,,60767200,453146,3005369,4,4.53147E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,26118,,,,V,26190,Medeleni,,60767400,453146,3007321,4,4.53147E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,26118,,,,V,26207,Nazarioaia,,60767600,453146,3007901,4,4.53147E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,26118,,,,V,26216,Reprivaţ,,60767700,453146,3009953,4,4.53147E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,26118,,,,V,26225,Tomozia,,60767800,453146,3012116,4,4.53147E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,26118,,,,V,26234,Ţiganeşti,,60767900,453146,3012383,4,4.53147E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,26118,,,,V,26243,Valea Lupului,,60768100,453146,3012811,4,4.53147E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,26118,,,,V,26252,Valea Merilor,,60768200,453146,3012858,4,4.53147E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,26118,,,,V,26261,Valea Salciei,,60768300,453146,3012939,4,4.53147E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,26118,,,,V,26270,Vultureni,,60766500,453146,3013578,4,4.53147E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,26289,,,,V,26305,Bolatau,,60769100,453172,3001319,4,4.53173E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,26320,,,,V,23733,Balţata,,60735600,452499,3000697,4,4.525E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,26338,,,,V,20732,Racauţi,,60761100,450405,3009732,4,4.50406E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,26353,,,,V,25380,Baluşa,,60756100,451838,3000703,4,4.51839E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,26353,,,,V,25415,Ciutureşti,,60756400,451838,3002947,4,4.51839E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,26353,,,,V,25451,Tisa-Silvestri,,60756900,451838,3012058,4,4.51839E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,26379,,,,V,21276,Ciumaşi,,60704200,451340,3002903,4,4.51341E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,26379,,,,V,21294,Dumbrava,,60704400,451340,3004397,4,4.51341E+11,,,,,,,1
Ro,1,Nord-Est,23,4,3,,,26379,,,,V,21301,Fageţel,,60704600,451340,3004569,4,4.51341E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,35759,,,,V,35777,Agafton,,71711100,750810,3000052,7,7.50811E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,35759,,,,V,35786,Baiceni,,71711200,750810,3000597,7,7.50811E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,35759,,,,V,35795,Hudum,,71711300,750810,3005948,7,7.50811E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,35759,,,,V,35802,Manastirea Doamnei,,71711400,750810,3007170,7,7.50811E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,35759,,,,V,35811,Oraşeni-Deal,,71711600,750810,3008309,7,7.50811E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,35759,,,,V,35820,Oraşeni-Vale,,71711700,750810,3008310,7,7.50811E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,35839,,,,V,35857,Cişmea,,71731100,752336,3002870,7,7.52337E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,35839,,,,V,35866,Costeşti,,71731200,752336,3003347,7,7.52337E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,35839,,,,V,35875,Roşiori,,71731300,752336,3010087,7,7.52337E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,35884,,,,V,35900,Siliştea,,71735600,752652,3010909,7,7.52653E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,35884,,,,V,35919,Tocileni,,71735700,752652,3012083,7,7.52653E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,35884,,,,V,35928,Victoria,,71735800,752652,3013331,7,7.52653E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,36131,,,,V,36159,Buimaceni,,71700600,750026,3001845,7,7.50027E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,36131,,,,V,36168,Coştiugeni,,71700700,750026,3003400,7,7.50027E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,36131,,,,V,36177,Jijia,,71700800,750026,3006373,7,7.50027E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,36131,,,,V,36186,Maşcateni,,71700900,750026,3007259,7,7.50027E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,36131,,,,V,36195,Tudor Vladimirescu,,71701100,750026,3012243,7,7.50027E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,36202,,,,V,36239,Aurel Vlaicu,,71709100,750100,3000362,7,7.50101E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,36202,,,,V,36248,Dimitrie Cantemir,,71701800,750100,3004066,7,7.50101E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,36202,,,,V,36257,Ichimeni,,71701900,750100,3006047,7,7.50101E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,36202,,,,V,36266,Panaitoaia,,71702100,750100,3008436,7,7.50101E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,36202,,,,V,36275,Timuş,,71702200,750100,3012033,7,7.50101E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,36202,,,,V,36284,Tudor Vladimirescu,,71702200,750100,3012244,7,7.50101E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,36300,,,,V,36328,Baluşenii Noi,,71702600,750170,3000705,7,7.50171E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,36300,,,,V,36337,Buzeni,,71702700,750170,3001983,7,7.50171E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,36300,,,,V,36346,Coşuleni,,71702800,750170,3003403,7,7.50171E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,36300,,,,V,36355,Draxini,,71702900,750170,3004269,7,7.50171E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,36300,,,,V,36364,Zaiceşti,,71703100,750170,3013621,7,7.50171E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,36373,,,,V,36391,Poiana,,71703600,750365,3009165,7,7.50366E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,36373,,,,V,36408,Popeni,,71703700,750365,3009339,7,7.50366E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,36373,,,,V,36417,Vâlcelele,,71703800,750365,3013202,7,7.50366E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,36426,,,,V,36444,Slobozia,,71704100,750391,3011016,7,7.50392E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,36499,,,,V,36514,Libertatea,,71705100,750482,3006613,7,7.50483E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,36499,,,,V,36523,Pleşani,,71705200,750482,3008982,7,7.50483E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,36532,,,,V,36550,Movileni,,71705600,750681,3007763,7,7.50682E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,36569,,,,V,36596,Cerbu,,71706200,750690,3002482,7,7.50691E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,36569,,,,V,36612,Cotu,,71706400,750690,3003430,7,7.50691E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,36649,,,,,40001,Slobozia,,71727700,750702,,7,7.50703E+11,0,,,,,,1
Ro,1,Nord-Est,23,7,3,,,36649,,,,V,36667,Griviţa,,71707100,750702,3005519,7,7.50703E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,36676,,,,V,36694,Carasa,,71707600,750704,3002052,7,7.50705E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,36676,,,,V,36729,Podeni,,71707900,750704,3009077,7,7.50705E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,36676,,,,V,36747,Vladeni,,71716600,750704,3013465,7,7.50705E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,36756,,,,V,36774,Balta Arsa,,71708600,750712,3000468,7,7.50713E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,36756,,,,V,36783,Mesteacan,,71708700,750712,3007385,7,7.50713E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,36756,,,,V,36792,Sarafineşti,,71708800,750712,3010273,7,7.50713E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,36809,,,,V,36827,Avram Iancu,,71709100,750752,3000372,7,7.50753E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,36809,,,,V,36836,Cotu Miculinţi,,71709200,750752,3003440,7,7.50753E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,36809,,,,V,36845,Crasnaleuca,,71709300,750752,3003502,7,7.50753E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,36809,,,,V,36854,Ghireni,,71709400,750752,3005249,7,7.50753E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,36809,,,,V,36863,Mihail Kogalniceanu,,71709600,750752,3007461,7,7.50753E+11,,,,,,,1
Ro,1,Nord-Est,23,7,3,,,36809,,,,V,36872,Nichiteni,,71709700,750752,3008007,7,7.50753E+11,,,,,,,1
