Country Origin Name,Country Origin Code,Migration by Gender Name,Migration by Gender Code,Country Dest Name,Country Dest Code,People No
Hungary,HUN,Male,MAL,Romania,ROU,2209
Hungary,HUN,Male,MAL,Slovak Republic,SVK,6668
Hungary,HUN,Male,MAL,Slovenia,SVN,9
Hungary,HUN,Male,MAL,Spain,ESP,459
Hungary,HUN,Male,MAL,Sweden,SWE,7120
Hungary,HUN,Male,MAL,Malta,MLT,85
Hungary,HUN,Total,TOT,Austria,AUT,17955
Hungary,HUN,Total,TOT,Belgium,BEL,1294
Hungary,HUN,Total,TOT,Bulgaria,BGR,365
Hungary,HUN,Total,TOT,Croatia,HRV,1154
Hungary,HUN,Total,TOT,Cyprus,CYP,156
Hungary,HUN,Total,TOT,Czech Republic,CZE,6254
Hungary,HUN,Total,TOT,Denmark,DNK,1550
Hungary,HUN,Total,TOT,Estonia,EST,77
Hungary,HUN,Total,TOT,Finland,FIN,849
Hungary,HUN,Total,TOT,France,FRA,37635
Hungary,HUN,Total,TOT,Germany,DEU,71830
Hungary,HUN,Total,TOT,Greece,GRC,518
Hungary,HUN,Total,TOT,Hungary,HUN,0
Hungary,HUN,Total,TOT,Ireland,IRL,483
Hungary,HUN,Total,TOT,Italy,ITA,5068
Hungary,HUN,Total,TOT,Latvia,LVA,267
Hungary,HUN,Total,TOT,Lithuania,LTU,119
Hungary,HUN,Total,TOT,Luxembourg,LUX,291
Hungary,HUN,Total,TOT,Netherlands,NLD,5231
Hungary,HUN,Total,TOT,Poland,POL,1523
Hungary,HUN,Total,TOT,Portugal,PRT,0
Hungary,HUN,Total,TOT,Romania,ROU,5757
Hungary,HUN,Total,TOT,Slovak Republic,SVK,17138
Hungary,HUN,Total,TOT,Slovenia,SVN,23
Hungary,HUN,Total,TOT,Spain,ESP,1178
Hungary,HUN,Total,TOT,Sweden,SWE,13975
Hungary,HUN,Total,TOT,Malta,MLT,176
Ireland,IRL,Female,FEM,Austria,AUT,399
Ireland,IRL,Female,FEM,Belgium,BEL,1919
Ireland,IRL,Female,FEM,Bulgaria,BGR,7
Ireland,IRL,Female,FEM,Croatia,HRV,10
Ireland,IRL,Female,FEM,Cyprus,CYP,240
Ireland,IRL,Female,FEM,Czech Republic,CZE,25
Ireland,IRL,Female,FEM,Denmark,DNK,424
Ireland,IRL,Female,FEM,Estonia,EST,0
Ireland,IRL,Female,FEM,Finland,FIN,77
Ireland,IRL,Female,FEM,France,FRA,91699
Ireland,IRL,Female,FEM,Germany,DEU,7314
Ireland,IRL,Female,FEM,Greece,GRC,288
Ireland,IRL,Female,FEM,Hungary,HUN,58
Ireland,IRL,Female,FEM,Ireland,IRL,0
Ireland,IRL,Female,FEM,Italy,ITA,1509
Ireland,IRL,Female,FEM,Latvia,LVA,3
Ireland,IRL,Female,FEM,Lithuania,LTU,9
Ireland,IRL,Female,FEM,Luxembourg,LUX,342
Ireland,IRL,Female,FEM,Netherlands,NLD,2287
Ireland,IRL,Female,FEM,Poland,POL,26
Ireland,IRL,Female,FEM,Portugal,PRT,352
Ireland,IRL,Female,FEM,Romania,ROU,30
Ireland,IRL,Female,FEM,Slovak Republic,SVK,0
Ireland,IRL,Female,FEM,Slovenia,SVN,0
Ireland,IRL,Female,FEM,Spain,ESP,1854
Ireland,IRL,Female,FEM,Sweden,SWE,428
Ireland,IRL,Female,FEM,Malta,MLT,1
Ireland,IRL,Male,MAL,Austria,AUT,322
Ireland,IRL,Male,MAL,Belgium,BEL,1567
Ireland,IRL,Male,MAL,Bulgaria,BGR,11
Ireland,IRL,Male,MAL,Croatia,HRV,11
Ireland,IRL,Male,MAL,Cyprus,CYP,112
Ireland,IRL,Male,MAL,Czech Republic,CZE,42
Ireland,IRL,Male,MAL,Denmark,DNK,672
Ireland,IRL,Male,MAL,Estonia,EST,0
Ireland,IRL,Male,MAL,Finland,FIN,166
Ireland,IRL,Male,MAL,France,FRA,89340
Ireland,IRL,Male,MAL,Germany,DEU,8491
Ireland,IRL,Male,MAL,Greece,GRC,166
Ireland,IRL,Male,MAL,Hungary,HUN,37
Ireland,IRL,Male,MAL,Ireland,IRL,0
Ireland,IRL,Male,MAL,Italy,ITA,805
Ireland,IRL,Male,MAL,Latvia,LVA,4
Ireland,IRL,Male,MAL,Lithuania,LTU,7
Ireland,IRL,Male,MAL,Luxembourg,LUX,294
Ireland,IRL,Male,MAL,Netherlands,NLD,2016
Ireland,IRL,Male,MAL,Poland,POL,59
Ireland,IRL,Male,MAL,Portugal,PRT,312
Ireland,IRL,Male,MAL,Romania,ROU,45
Ireland,IRL,Male,MAL,Slovak Republic,SVK,0
Ireland,IRL,Male,MAL,Slovenia,SVN,0
Ireland,IRL,Male,MAL,Spain,ESP,1650
Ireland,IRL,Male,MAL,Sweden,SWE,668
Ireland,IRL,Male,MAL,Malta,MLT,0
Ireland,IRL,Total,TOT,Austria,AUT,722
Ireland,IRL,Total,TOT,Belgium,BEL,3486
Ireland,IRL,Total,TOT,Bulgaria,BGR,18
Ireland,IRL,Total,TOT,Croatia,HRV,21
Ireland,IRL,Total,TOT,Cyprus,CYP,352
Ireland,IRL,Total,TOT,Czech Republic,CZE,68
Ireland,IRL,Total,TOT,Denmark,DNK,1096
Ireland,IRL,Total,TOT,Estonia,EST,1
Ireland,IRL,Total,TOT,Finland,FIN,243
Ireland,IRL,Total,TOT,France,FRA,181039
Ireland,IRL,Total,TOT,Germany,DEU,15805
Ireland,IRL,Total,TOT,Greece,GRC,454
Ireland,IRL,Total,TOT,Hungary,HUN,95
Ireland,IRL,Total,TOT,Ireland,IRL,0
Ireland,IRL,Total,TOT,Italy,ITA,2315
Ireland,IRL,Total,TOT,Latvia,LVA,7
Ireland,IRL,Total,TOT,Lithuania,LTU,16
Ireland,IRL,Total,TOT,Luxembourg,LUX,636
Ireland,IRL,Total,TOT,Netherlands,NLD,4303
Ireland,IRL,Total,TOT,Poland,POL,85
Ireland,IRL,Total,TOT,Portugal,PRT,664
Ireland,IRL,Total,TOT,Romania,ROU,75
Ireland,IRL,Total,TOT,Slovak Republic,SVK,2
Ireland,IRL,Total,TOT,Slovenia,SVN,0
Ireland,IRL,Total,TOT,Spain,ESP,3504
Ireland,IRL,Total,TOT,Sweden,SWE,1097
Ireland,IRL,Total,TOT,Malta,MLT,2
Italy,ITA,Female,FEM,Austria,AUT,6545
Italy,ITA,Female,FEM,Belgium,BEL,91361
Italy,ITA,Female,FEM,Bulgaria,BGR,155
Italy,ITA,Female,FEM,Croatia,HRV,959
Italy,ITA,Female,FEM,Cyprus,CYP,114
Italy,ITA,Female,FEM,Czech Republic,CZE,370
Italy,ITA,Female,FEM,Denmark,DNK,1012
Italy,ITA,Female,FEM,Estonia,EST,3
Italy,ITA,Female,FEM,Finland,FIN,265
Italy,ITA,Female,FEM,France,FRA,120016
Italy,ITA,Female,FEM,Germany,DEU,254654
Italy,ITA,Female,FEM,Greece,GRC,2966
Italy,ITA,Female,FEM,Hungary,HUN,567
Italy,ITA,Female,FEM,Ireland,IRL,1906
Italy,ITA,Female,FEM,Italy,ITA,0
Italy,ITA,Female,FEM,Latvia,LVA,13
Italy,ITA,Female,FEM,Lithuania,LTU,17
Italy,ITA,Female,FEM,Luxembourg,LUX,5386
Italy,ITA,Female,FEM,Netherlands,NLD,5457
Italy,ITA,Female,FEM,Poland,POL,2236
Italy,ITA,Female,FEM,Portugal,PRT,861
Italy,ITA,Female,FEM,Romania,ROU,572
Italy,ITA,Female,FEM,Slovak Republic,SVK,40
Italy,ITA,Female,FEM,Slovenia,SVN,1464
Italy,ITA,Female,FEM,Spain,ESP,8335
Italy,ITA,Female,FEM,Sweden,SWE,2031
Italy,ITA,Female,FEM,Malta,MLT,163
Italy,ITA,Male,MAL,Austria,AUT,7884
Italy,ITA,Male,MAL,Belgium,BEL,111819
Italy,ITA,Male,MAL,Bulgaria,BGR,383
Italy,ITA,Male,MAL,Croatia,HRV,821
Italy,ITA,Male,MAL,Cyprus,CYP,106
Italy,ITA,Male,MAL,Czech Republic,CZE,674
Italy,ITA,Male,MAL,Denmark,DNK,2260
Italy,ITA,Male,MAL,Estonia,EST,3
Italy,ITA,Male,MAL,Finland,FIN,724
Italy,ITA,Male,MAL,France,FRA,116928
Italy,ITA,Male,MAL,Germany,DEU,374637
Italy,ITA,Male,MAL,Greece,GRC,2663
Italy,ITA,Male,MAL,Hungary,HUN,658
Italy,ITA,Male,MAL,Ireland,IRL,2484
Italy,ITA,Male,MAL,Italy,ITA,0
Italy,ITA,Male,MAL,Latvia,LVA,26
Italy,ITA,Male,MAL,Lithuania,LTU,20
Italy,ITA,Male,MAL,Luxembourg,LUX,6888
Italy,ITA,Male,MAL,Netherlands,NLD,11194
Italy,ITA,Male,MAL,Poland,POL,2366
Italy,ITA,Male,MAL,Portugal,PRT,995
Italy,ITA,Male,MAL,Romania,ROU,1958
Italy,ITA,Male,MAL,Slovak Republic,SVK,76
Italy,ITA,Male,MAL,Slovenia,SVN,1205
Italy,ITA,Male,MAL,Spain,ESP,13146
Italy,ITA,Male,MAL,Sweden,SWE,4238
Italy,ITA,Male,MAL,Malta,MLT,340
Italy,ITA,Total,TOT,Austria,AUT,14428
Italy,ITA,Total,TOT,Belgium,BEL,203181
Italy,ITA,Total,TOT,Bulgaria,BGR,538
Italy,ITA,Total,TOT,Croatia,HRV,1780
Italy,ITA,Total,TOT,Cyprus,CYP,219
Italy,ITA,Total,TOT,Czech Republic,CZE,1044
Italy,ITA,Total,TOT,Denmark,DNK,3272
Italy,ITA,Total,TOT,Estonia,EST,6
Italy,ITA,Total,TOT,Finland,FIN,990
Italy,ITA,Total,TOT,France,FRA,236943
Italy,ITA,Total,TOT,Germany,DEU,629291
Italy,ITA,Total,TOT,Greece,GRC,5628
Italy,ITA,Total,TOT,Hungary,HUN,1224
Italy,ITA,Total,TOT,Ireland,IRL,4390
Italy,ITA,Total,TOT,Italy,ITA,0
Italy,ITA,Total,TOT,Latvia,LVA,39
Italy,ITA,Total,TOT,Lithuania,LTU,37
Italy,ITA,Total,TOT,Luxembourg,LUX,12274
Italy,ITA,Total,TOT,Netherlands,NLD,16651
Italy,ITA,Total,TOT,Poland,POL,4602
Italy,ITA,Total,TOT,Portugal,PRT,1856
Italy,ITA,Total,TOT,Romania,ROU,2530
Italy,ITA,Total,TOT,Slovak Republic,SVK,116
Italy,ITA,Total,TOT,Slovenia,SVN,2669
Italy,ITA,Total,TOT,Spain,ESP,21481
Italy,ITA,Total,TOT,Sweden,SWE,6269
Italy,ITA,Total,TOT,Malta,MLT,503
Latvia,LVA,Female,FEM,Austria,AUT,140
Latvia,LVA,Female,FEM,Belgium,BEL,99
Latvia,LVA,Female,FEM,Bulgaria,BGR,84
Latvia,LVA,Female,FEM,Croatia,HRV,128
Latvia,LVA,Female,FEM,Cyprus,CYP,54
Latvia,LVA,Female,FEM,Czech Republic,CZE,93
Latvia,LVA,Female,FEM,Denmark,DNK,604
Latvia,LVA,Female,FEM,Estonia,EST,2491
Latvia,LVA,Female,FEM,Finland,FIN,693
Latvia,LVA,Female,FEM,France,FRA,6683
Latvia,LVA,Female,FEM,Germany,DEU,29795
Latvia,LVA,Female,FEM,Greece,GRC,25
Latvia,LVA,Female,FEM,Hungary,HUN,446
Latvia,LVA,Female,FEM,Ireland,IRL,1258
Latvia,LVA,Female,FEM,Italy,ITA,578
Latvia,LVA,Female,FEM,Latvia,LVA,0
Latvia,LVA,Female,FEM,Lithuania,LTU,4573
Latvia,LVA,Female,FEM,Luxembourg,LUX,12
Latvia,LVA,Female,FEM,Netherlands,NLD,207
Latvia,LVA,Female,FEM,Poland,POL,1547
Latvia,LVA,Female,FEM,Portugal,PRT,98
Latvia,LVA,Female,FEM,Romania,ROU,68
Latvia,LVA,Female,FEM,Slovak Republic,SVK,11
Latvia,LVA,Female,FEM,Slovenia,SVN,28
Latvia,LVA,Female,FEM,Spain,ESP,239
Latvia,LVA,Female,FEM,Sweden,SWE,1832
Latvia,LVA,Female,FEM,Malta,MLT,0
Latvia,LVA,Male,MAL,Austria,AUT,74
Latvia,LVA,Male,MAL,Belgium,BEL,52
Latvia,LVA,Male,MAL,Bulgaria,BGR,25
Latvia,LVA,Male,MAL,Croatia,HRV,109
Latvia,LVA,Male,MAL,Cyprus,CYP,20
Latvia,LVA,Male,MAL,Czech Republic,CZE,40
Latvia,LVA,Male,MAL,Denmark,DNK,388
Latvia,LVA,Male,MAL,Estonia,EST,1835
Latvia,LVA,Male,MAL,Finland,FIN,432
Latvia,LVA,Male,MAL,France,FRA,6511
Latvia,LVA,Male,MAL,Germany,DEU,26674
Latvia,LVA,Male,MAL,Greece,GRC,11
Latvia,LVA,Male,MAL,Hungary,HUN,326
Latvia,LVA,Male,MAL,Ireland,IRL,1431
Latvia,LVA,Male,MAL,Italy,ITA,60
Latvia,LVA,Male,MAL,Latvia,LVA,0
Latvia,LVA,Male,MAL,Lithuania,LTU,3787
Latvia,LVA,Male,MAL,Luxembourg,LUX,3
Latvia,LVA,Male,MAL,Netherlands,NLD,101
Latvia,LVA,Male,MAL,Poland,POL,1016
Latvia,LVA,Male,MAL,Portugal,PRT,339
Latvia,LVA,Male,MAL,Romania,ROU,115
Latvia,LVA,Male,MAL,Slovak Republic,SVK,3
Latvia,LVA,Male,MAL,Slovenia,SVN,18
Latvia,LVA,Male,MAL,Spain,ESP,184
Latvia,LVA,Male,MAL,Sweden,SWE,1200
Latvia,LVA,Male,MAL,Malta,MLT,0
Latvia,LVA,Total,TOT,Austria,AUT,215
Latvia,LVA,Total,TOT,Belgium,BEL,151
Latvia,LVA,Total,TOT,Bulgaria,BGR,110
Latvia,LVA,Total,TOT,Croatia,HRV,237
Latvia,LVA,Total,TOT,Cyprus,CYP,75
Latvia,LVA,Total,TOT,Czech Republic,CZE,133
Latvia,LVA,Total,TOT,Denmark,DNK,992
Latvia,LVA,Total,TOT,Estonia,EST,4326
Latvia,LVA,Total,TOT,Finland,FIN,1125
Latvia,LVA,Total,TOT,France,FRA,13193
Latvia,LVA,Total,TOT,Germany,DEU,56469
Latvia,LVA,Total,TOT,Greece,GRC,36
Latvia,LVA,Total,TOT,Hungary,HUN,772
Latvia,LVA,Total,TOT,Ireland,IRL,2689
Latvia,LVA,Total,TOT,Italy,ITA,638
Latvia,LVA,Total,TOT,Latvia,LVA,0
Latvia,LVA,Total,TOT,Lithuania,LTU,8361
Latvia,LVA,Total,TOT,Luxembourg,LUX,15
Latvia,LVA,Total,TOT,Netherlands,NLD,308
Latvia,LVA,Total,TOT,Poland,POL,2563
Latvia,LVA,Total,TOT,Portugal,PRT,437
Latvia,LVA,Total,TOT,Romania,ROU,183
Latvia,LVA,Total,TOT,Slovak Republic,SVK,14
Latvia,LVA,Total,TOT,Slovenia,SVN,46
Latvia,LVA,Total,TOT,Spain,ESP,423
Latvia,LVA,Total,TOT,Sweden,SWE,3032
Latvia,LVA,Total,TOT,Malta,MLT,0
Luxembourg,LUX,Female,FEM,Austria,AUT,258
Luxembourg,LUX,Female,FEM,Belgium,BEL,1870
Luxembourg,LUX,Female,FEM,Bulgaria,BGR,0
Luxembourg,LUX,Female,FEM,Croatia,HRV,13
Luxembourg,LUX,Female,FEM,Cyprus,CYP,4
Luxembourg,LUX,Female,FEM,Czech Republic,CZE,5
Luxembourg,LUX,Female,FEM,Denmark,DNK,113
Luxembourg,LUX,Female,FEM,Estonia,EST,0
Luxembourg,LUX,Female,FEM,Finland,FIN,13
Luxembourg,LUX,Female,FEM,France,FRA,1609
Luxembourg,LUX,Female,FEM,Germany,DEU,2780
Luxembourg,LUX,Female,FEM,Greece,GRC,19
Luxembourg,LUX,Female,FEM,Hungary,HUN,6
Luxembourg,LUX,Female,FEM,Ireland,IRL,40
Luxembourg,LUX,Female,FEM,Italy,ITA,392
Luxembourg,LUX,Female,FEM,Latvia,LVA,1
Luxembourg,LUX,Female,FEM,Lithuania,LTU,4
Luxembourg,LUX,Female,FEM,Luxembourg,LUX,0
Luxembourg,LUX,Female,FEM,Netherlands,NLD,449
Luxembourg,LUX,Female,FEM,Poland,POL,78
Luxembourg,LUX,Female,FEM,Portugal,PRT,1936
Luxembourg,LUX,Female,FEM,Romania,ROU,1
Luxembourg,LUX,Female,FEM,Slovak Republic,SVK,0
Luxembourg,LUX,Female,FEM,Slovenia,SVN,0
Luxembourg,LUX,Female,FEM,Spain,ESP,445
Luxembourg,LUX,Female,FEM,Sweden,SWE,63
Luxembourg,LUX,Female,FEM,Malta,MLT,0
Luxembourg,LUX,Male,MAL,Austria,AUT,279
Luxembourg,LUX,Male,MAL,Belgium,BEL,2578
Luxembourg,LUX,Male,MAL,Bulgaria,BGR,0
Luxembourg,LUX,Male,MAL,Croatia,HRV,7
Luxembourg,LUX,Male,MAL,Cyprus,CYP,2
Luxembourg,LUX,Male,MAL,Czech Republic,CZE,10
Luxembourg,LUX,Male,MAL,Denmark,DNK,123
Luxembourg,LUX,Male,MAL,Estonia,EST,0
Luxembourg,LUX,Male,MAL,Finland,FIN,19
Luxembourg,LUX,Male,MAL,France,FRA,1568
Luxembourg,LUX,Male,MAL,Germany,DEU,3295
Luxembourg,LUX,Male,MAL,Greece,GRC,18
Luxembourg,LUX,Male,MAL,Hungary,HUN,4
Luxembourg,LUX,Male,MAL,Ireland,IRL,50
Luxembourg,LUX,Male,MAL,Italy,ITA,238
Luxembourg,LUX,Male,MAL,Latvia,LVA,0
Luxembourg,LUX,Male,MAL,Lithuania,LTU,4
Luxembourg,LUX,Male,MAL,Luxembourg,LUX,0
Luxembourg,LUX,Male,MAL,Netherlands,NLD,349
Luxembourg,LUX,Male,MAL,Poland,POL,60
Luxembourg,LUX,Male,MAL,Portugal,PRT,1541
Luxembourg,LUX,Male,MAL,Romania,ROU,1
Luxembourg,LUX,Male,MAL,Slovak Republic,SVK,0
Luxembourg,LUX,Male,MAL,Slovenia,SVN,0
Luxembourg,LUX,Male,MAL,Spain,ESP,386
Luxembourg,LUX,Male,MAL,Sweden,SWE,55
Luxembourg,LUX,Male,MAL,Malta,MLT,0
Luxembourg,LUX,Total,TOT,Austria,AUT,537
Luxembourg,LUX,Total,TOT,Belgium,BEL,4448
Luxembourg,LUX,Total,TOT,Bulgaria,BGR,0
Luxembourg,LUX,Total,TOT,Croatia,HRV,20
Luxembourg,LUX,Total,TOT,Cyprus,CYP,5
Luxembourg,LUX,Total,TOT,Czech Republic,CZE,15
Luxembourg,LUX,Total,TOT,Denmark,DNK,236
Luxembourg,LUX,Total,TOT,Estonia,EST,0
Luxembourg,LUX,Total,TOT,Finland,FIN,31
Luxembourg,LUX,Total,TOT,France,FRA,3177
Luxembourg,LUX,Total,TOT,Germany,DEU,6075
Luxembourg,LUX,Total,TOT,Greece,GRC,38
Luxembourg,LUX,Total,TOT,Hungary,HUN,10
Luxembourg,LUX,Total,TOT,Ireland,IRL,90
Luxembourg,LUX,Total,TOT,Italy,ITA,630
Luxembourg,LUX,Total,TOT,Latvia,LVA,1
Luxembourg,LUX,Total,TOT,Lithuania,LTU,8
Luxembourg,LUX,Total,TOT,Luxembourg,LUX,0
Luxembourg,LUX,Total,TOT,Netherlands,NLD,798
Luxembourg,LUX,Total,TOT,Poland,POL,138
Luxembourg,LUX,Total,TOT,Portugal,PRT,3477
Luxembourg,LUX,Total,TOT,Romania,ROU,2
Luxembourg,LUX,Total,TOT,Slovak Republic,SVK,0
Luxembourg,LUX,Total,TOT,Slovenia,SVN,0
Luxembourg,LUX,Total,TOT,Spain,ESP,830
Luxembourg,LUX,Total,TOT,Sweden,SWE,119
Luxembourg,LUX,Total,TOT,Malta,MLT,0
Netherlands,NLD,Female,FEM,Austria,AUT,3024
Netherlands,NLD,Female,FEM,Belgium,BEL,41325
Netherlands,NLD,Female,FEM,Bulgaria,BGR,23
Netherlands,NLD,Female,FEM,Croatia,HRV,162
Netherlands,NLD,Female,FEM,Cyprus,CYP,132
Netherlands,NLD,Female,FEM,Czech Republic,CZE,219
Netherlands,NLD,Female,FEM,Denmark,DNK,2051
Netherlands,NLD,Female,FEM,Estonia,EST,0
Netherlands,NLD,Female,FEM,Finland,FIN,179
Netherlands,NLD,Female,FEM,France,FRA,13707
Netherlands,NLD,Female,FEM,Germany,DEU,51328
Netherlands,NLD,Female,FEM,Greece,GRC,1621
Netherlands,NLD,Female,FEM,Hungary,HUN,324
Netherlands,NLD,Female,FEM,Ireland,IRL,1859
Netherlands,NLD,Female,FEM,Italy,ITA,6446
Netherlands,NLD,Female,FEM,Latvia,LVA,6
Netherlands,NLD,Female,FEM,Lithuania,LTU,12
Netherlands,NLD,Female,FEM,Luxembourg,LUX,1600
Netherlands,NLD,Female,FEM,Netherlands,NLD,0
Netherlands,NLD,Female,FEM,Poland,POL,402
Netherlands,NLD,Female,FEM,Portugal,PRT,1408
Netherlands,NLD,Female,FEM,Romania,ROU,98
Netherlands,NLD,Female,FEM,Slovak Republic,SVK,9
Netherlands,NLD,Female,FEM,Slovenia,SVN,1
Netherlands,NLD,Female,FEM,Spain,ESP,9623
Netherlands,NLD,Female,FEM,Sweden,SWE,1896
Netherlands,NLD,Female,FEM,Malta,MLT,3
Netherlands,NLD,Male,MAL,Austria,AUT,2523
Netherlands,NLD,Male,MAL,Belgium,BEL,50915
Netherlands,NLD,Male,MAL,Bulgaria,BGR,34
Netherlands,NLD,Male,MAL,Croatia,HRV,106
Netherlands,NLD,Male,MAL,Cyprus,CYP,88
Netherlands,NLD,Male,MAL,Czech Republic,CZE,335
Netherlands,NLD,Male,MAL,Denmark,DNK,2788
Netherlands,NLD,Male,MAL,Estonia,EST,0
Netherlands,NLD,Male,MAL,Finland,FIN,523
Netherlands,NLD,Male,MAL,France,FRA,13355
Netherlands,NLD,Male,MAL,Germany,DEU,60925
Netherlands,NLD,Male,MAL,Greece,GRC,803
Netherlands,NLD,Male,MAL,Hungary,HUN,325
Netherlands,NLD,Male,MAL,Ireland,IRL,2145
Netherlands,NLD,Male,MAL,Italy,ITA,3416
Netherlands,NLD,Male,MAL,Latvia,LVA,24
Netherlands,NLD,Male,MAL,Lithuania,LTU,17
Netherlands,NLD,Male,MAL,Luxembourg,LUX,1671
Netherlands,NLD,Male,MAL,Netherlands,NLD,0
Netherlands,NLD,Male,MAL,Poland,POL,629
Netherlands,NLD,Male,MAL,Portugal,PRT,1678
Netherlands,NLD,Male,MAL,Romania,ROU,186
Netherlands,NLD,Male,MAL,Slovak Republic,SVK,24
Netherlands,NLD,Male,MAL,Slovenia,SVN,0
Netherlands,NLD,Male,MAL,Spain,ESP,9060
Netherlands,NLD,Male,MAL,Sweden,SWE,2587
Netherlands,NLD,Male,MAL,Malta,MLT,2
Netherlands,NLD,Total,TOT,Austria,AUT,5547
Netherlands,NLD,Total,TOT,Belgium,BEL,92240
Netherlands,NLD,Total,TOT,Bulgaria,BGR,57
Netherlands,NLD,Total,TOT,Croatia,HRV,268
Netherlands,NLD,Total,TOT,Cyprus,CYP,219
Netherlands,NLD,Total,TOT,Czech Republic,CZE,554
Netherlands,NLD,Total,TOT,Denmark,DNK,4838
Netherlands,NLD,Total,TOT,Estonia,EST,0
Netherlands,NLD,Total,TOT,Finland,FIN,702
Netherlands,NLD,Total,TOT,France,FRA,27062
Netherlands,NLD,Total,TOT,Germany,DEU,112253
Netherlands,NLD,Total,TOT,Greece,GRC,2425
Netherlands,NLD,Total,TOT,Hungary,HUN,650
Netherlands,NLD,Total,TOT,Ireland,IRL,4004
Netherlands,NLD,Total,TOT,Italy,ITA,9863
Netherlands,NLD,Total,TOT,Latvia,LVA,30
Netherlands,NLD,Total,TOT,Lithuania,LTU,29
Netherlands,NLD,Total,TOT,Luxembourg,LUX,3271
Netherlands,NLD,Total,TOT,Netherlands,NLD,0
Netherlands,NLD,Total,TOT,Poland,POL,1030
Netherlands,NLD,Total,TOT,Portugal,PRT,3086
Netherlands,NLD,Total,TOT,Romania,ROU,284
Netherlands,NLD,Total,TOT,Slovak Republic,SVK,33
Netherlands,NLD,Total,TOT,Slovenia,SVN,2
Netherlands,NLD,Total,TOT,Spain,ESP,18683
Netherlands,NLD,Total,TOT,Sweden,SWE,4483
Netherlands,NLD,Total,TOT,Malta,MLT,6
Poland,POL,Female,FEM,Austria,AUT,15349
Poland,POL,Female,FEM,Belgium,BEL,4669
Poland,POL,Female,FEM,Bulgaria,BGR,1250
Poland,POL,Female,FEM,Croatia,HRV,1810
Poland,POL,Female,FEM,Cyprus,CYP,250
Poland,POL,Female,FEM,Czech Republic,CZE,17685
Poland,POL,Female,FEM,Denmark,DNK,6869
Poland,POL,Female,FEM,Estonia,EST,302
Poland,POL,Female,FEM,Finland,FIN,739
Poland,POL,Female,FEM,France,FRA,405409
Poland,POL,Female,FEM,Germany,DEU,1028120
Poland,POL,Female,FEM,Greece,GRC,6691
Poland,POL,Female,FEM,Hungary,HUN,5097
Poland,POL,Female,FEM,Ireland,IRL,1054
Poland,POL,Female,FEM,Italy,ITA,32665
Poland,POL,Female,FEM,Latvia,LVA,1057
Poland,POL,Female,FEM,Lithuania,LTU,2392
Poland,POL,Female,FEM,Luxembourg,LUX,617
Poland,POL,Female,FEM,Netherlands,NLD,12523
Poland,POL,Female,FEM,Poland,POL,0
Poland,POL,Female,FEM,Portugal,PRT,254
Poland,POL,Female,FEM,Romania,ROU,633
Poland,POL,Female,FEM,Slovak Republic,SVK,2415
Poland,POL,Female,FEM,Slovenia,SVN,334
Poland,POL,Female,FEM,Spain,ESP,6944
Poland,POL,Female,FEM,Sweden,SWE,26006
Poland,POL,Female,FEM,Malta,MLT,4
Poland,POL,Male,MAL,Austria,AUT,15484
Poland,POL,Male,MAL,Belgium,BEL,2536
Poland,POL,Male,MAL,Bulgaria,BGR,566
Poland,POL,Male,MAL,Croatia,HRV,1330
Poland,POL,Male,MAL,Cyprus,CYP,79
Poland,POL,Male,MAL,Czech Republic,CZE,7239
Poland,POL,Male,MAL,Denmark,DNK,3599
Poland,POL,Male,MAL,Estonia,EST,198
Poland,POL,Male,MAL,Finland,FIN,627
Poland,POL,Male,MAL,France,FRA,394978
Poland,POL,Male,MAL,Germany,DEU,971855
Poland,POL,Male,MAL,Greece,GRC,5641
Poland,POL,Male,MAL,Hungary,HUN,2485
Poland,POL,Male,MAL,Ireland,IRL,1553
Poland,POL,Male,MAL,Italy,ITA,10635
Poland,POL,Male,MAL,Latvia,LVA,548
Poland,POL,Male,MAL,Lithuania,LTU,1526
Poland,POL,Male,MAL,Luxembourg,LUX,386
Poland,POL,Male,MAL,Netherlands,NLD,5112
Poland,POL,Male,MAL,Poland,POL,0
Poland,POL,Male,MAL,Portugal,PRT,195
Poland,POL,Male,MAL,Romania,ROU,579
Poland,POL,Male,MAL,Slovak Republic,SVK,1027
Poland,POL,Male,MAL,Slovenia,SVN,216
Poland,POL,Male,MAL,Spain,ESP,6309
Poland,POL,Male,MAL,Sweden,SWE,13678
Poland,POL,Male,MAL,Malta,MLT,4
Poland,POL,Total,TOT,Austria,AUT,30833
Poland,POL,Total,TOT,Belgium,BEL,7205
Poland,POL,Total,TOT,Bulgaria,BGR,1816
Poland,POL,Total,TOT,Croatia,HRV,3139
Poland,POL,Total,TOT,Cyprus,CYP,329
Poland,POL,Total,TOT,Czech Republic,CZE,24924
Poland,POL,Total,TOT,Denmark,DNK,10467
Poland,POL,Total,TOT,Estonia,EST,500
Poland,POL,Total,TOT,Finland,FIN,1366
Poland,POL,Total,TOT,France,FRA,800387
Poland,POL,Total,TOT,Germany,DEU,1999975
Poland,POL,Total,TOT,Greece,GRC,12332
Poland,POL,Total,TOT,Hungary,HUN,7582
Poland,POL,Total,TOT,Ireland,IRL,2606
Poland,POL,Total,TOT,Italy,ITA,43300
Poland,POL,Total,TOT,Latvia,LVA,1605
Poland,POL,Total,TOT,Lithuania,LTU,3918
