Country Origin Name,Country Origin Code,Migration by Gender Name,Migration by Gender Code,Country Dest Name,Country Dest Code,People No
Denmark,DNK,Female,FEM,Cyprus,CYP,44
Denmark,DNK,Female,FEM,Czech Republic,CZE,57
Denmark,DNK,Female,FEM,Denmark,DNK,0
Denmark,DNK,Female,FEM,Estonia,EST,17
Denmark,DNK,Female,FEM,Finland,FIN,344
Denmark,DNK,Female,FEM,France,FRA,13654
Denmark,DNK,Female,FEM,Germany,DEU,11979
Denmark,DNK,Female,FEM,Greece,GRC,534
Denmark,DNK,Female,FEM,Hungary,HUN,54
Denmark,DNK,Female,FEM,Ireland,IRL,416
Denmark,DNK,Female,FEM,Italy,ITA,1859
Denmark,DNK,Female,FEM,Latvia,LVA,26
Denmark,DNK,Female,FEM,Lithuania,LTU,26
Denmark,DNK,Female,FEM,Luxembourg,LUX,785
Denmark,DNK,Female,FEM,Netherlands,NLD,1897
Denmark,DNK,Female,FEM,Poland,POL,442
Denmark,DNK,Female,FEM,Portugal,PRT,235
Denmark,DNK,Female,FEM,Romania,ROU,25
Denmark,DNK,Female,FEM,Slovak Republic,SVK,5
Denmark,DNK,Female,FEM,Slovenia,SVN,0
Denmark,DNK,Female,FEM,Spain,ESP,2512
Denmark,DNK,Female,FEM,Sweden,SWE,18197
Denmark,DNK,Female,FEM,Malta,MLT,1
Denmark,DNK,Male,MAL,Austria,AUT,442
Denmark,DNK,Male,MAL,Belgium,BEL,1604
Denmark,DNK,Male,MAL,Bulgaria,BGR,21
Denmark,DNK,Male,MAL,Croatia,HRV,15
Denmark,DNK,Male,MAL,Cyprus,CYP,33
Denmark,DNK,Male,MAL,Czech Republic,CZE,75
Denmark,DNK,Male,MAL,Denmark,DNK,0
Denmark,DNK,Male,MAL,Estonia,EST,35
Denmark,DNK,Male,MAL,Finland,FIN,443
Denmark,DNK,Male,MAL,France,FRA,13303
Denmark,DNK,Male,MAL,Germany,DEU,9467
Denmark,DNK,Male,MAL,Greece,GRC,288
Denmark,DNK,Male,MAL,Hungary,HUN,62
Denmark,DNK,Male,MAL,Ireland,IRL,374
Denmark,DNK,Male,MAL,Italy,ITA,760
Denmark,DNK,Male,MAL,Latvia,LVA,62
Denmark,DNK,Male,MAL,Lithuania,LTU,62
Denmark,DNK,Male,MAL,Luxembourg,LUX,720
Denmark,DNK,Male,MAL,Netherlands,NLD,1217
Denmark,DNK,Male,MAL,Poland,POL,308
Denmark,DNK,Male,MAL,Portugal,PRT,137
Denmark,DNK,Male,MAL,Romania,ROU,32
Denmark,DNK,Male,MAL,Slovak Republic,SVK,9
Denmark,DNK,Male,MAL,Slovenia,SVN,0
Denmark,DNK,Male,MAL,Spain,ESP,2127
Denmark,DNK,Male,MAL,Sweden,SWE,19587
Denmark,DNK,Male,MAL,Malta,MLT,0
Denmark,DNK,Total,TOT,Austria,AUT,1148
Denmark,DNK,Total,TOT,Belgium,BEL,3403
Denmark,DNK,Total,TOT,Bulgaria,BGR,30
Denmark,DNK,Total,TOT,Croatia,HRV,35
Denmark,DNK,Total,TOT,Cyprus,CYP,77
Denmark,DNK,Total,TOT,Czech Republic,CZE,132
Denmark,DNK,Total,TOT,Denmark,DNK,0
Denmark,DNK,Total,TOT,Estonia,EST,52
Denmark,DNK,Total,TOT,Finland,FIN,787
Denmark,DNK,Total,TOT,France,FRA,26958
Denmark,DNK,Total,TOT,Germany,DEU,21446
Denmark,DNK,Total,TOT,Greece,GRC,822
Denmark,DNK,Total,TOT,Hungary,HUN,116
Denmark,DNK,Total,TOT,Ireland,IRL,789
Denmark,DNK,Total,TOT,Italy,ITA,2618
Denmark,DNK,Total,TOT,Latvia,LVA,88
Denmark,DNK,Total,TOT,Lithuania,LTU,88
Denmark,DNK,Total,TOT,Luxembourg,LUX,1505
Denmark,DNK,Total,TOT,Netherlands,NLD,3115
Denmark,DNK,Total,TOT,Poland,POL,749
Denmark,DNK,Total,TOT,Portugal,PRT,371
Denmark,DNK,Total,TOT,Romania,ROU,57
Denmark,DNK,Total,TOT,Slovak Republic,SVK,14
Denmark,DNK,Total,TOT,Slovenia,SVN,0
Denmark,DNK,Total,TOT,Spain,ESP,4639
Denmark,DNK,Total,TOT,Sweden,SWE,37783
Denmark,DNK,Total,TOT,Malta,MLT,2
Estonia,EST,Female,FEM,Austria,AUT,63
Estonia,EST,Female,FEM,Belgium,BEL,128
Estonia,EST,Female,FEM,Bulgaria,BGR,30
Estonia,EST,Female,FEM,Croatia,HRV,38
Estonia,EST,Female,FEM,Cyprus,CYP,9
Estonia,EST,Female,FEM,Czech Republic,CZE,40
Estonia,EST,Female,FEM,Denmark,DNK,422
Estonia,EST,Female,FEM,Estonia,EST,0
Estonia,EST,Female,FEM,Finland,FIN,19322
Estonia,EST,Female,FEM,France,FRA,7448
Estonia,EST,Female,FEM,Germany,DEU,24800
Estonia,EST,Female,FEM,Greece,GRC,33
Estonia,EST,Female,FEM,Hungary,HUN,402
Estonia,EST,Female,FEM,Ireland,IRL,334
Estonia,EST,Female,FEM,Italy,ITA,348
Estonia,EST,Female,FEM,Latvia,LVA,2202
Estonia,EST,Female,FEM,Lithuania,LTU,570
Estonia,EST,Female,FEM,Luxembourg,LUX,22
Estonia,EST,Female,FEM,Netherlands,NLD,132
Estonia,EST,Female,FEM,Poland,POL,221
Estonia,EST,Female,FEM,Portugal,PRT,30
Estonia,EST,Female,FEM,Romania,ROU,22
Estonia,EST,Female,FEM,Slovak Republic,SVK,7
Estonia,EST,Female,FEM,Slovenia,SVN,9
Estonia,EST,Female,FEM,Spain,ESP,93
Estonia,EST,Female,FEM,Sweden,SWE,7872
Estonia,EST,Female,FEM,Malta,MLT,0
Estonia,EST,Male,MAL,Austria,AUT,14
Estonia,EST,Male,MAL,Belgium,BEL,89
Estonia,EST,Male,MAL,Bulgaria,BGR,7
Estonia,EST,Male,MAL,Croatia,HRV,35
Estonia,EST,Male,MAL,Cyprus,CYP,5
Estonia,EST,Male,MAL,Czech Republic,CZE,21
Estonia,EST,Male,MAL,Denmark,DNK,176
Estonia,EST,Male,MAL,Estonia,EST,0
Estonia,EST,Male,MAL,Finland,FIN,12274
Estonia,EST,Male,MAL,France,FRA,7257
Estonia,EST,Male,MAL,Germany,DEU,18093
Estonia,EST,Male,MAL,Greece,GRC,19
Estonia,EST,Male,MAL,Hungary,HUN,320
Estonia,EST,Male,MAL,Ireland,IRL,307
Estonia,EST,Male,MAL,Italy,ITA,45
Estonia,EST,Male,MAL,Latvia,LVA,1813
Estonia,EST,Male,MAL,Lithuania,LTU,543
Estonia,EST,Male,MAL,Luxembourg,LUX,6
Estonia,EST,Male,MAL,Netherlands,NLD,47
Estonia,EST,Male,MAL,Poland,POL,142
Estonia,EST,Male,MAL,Portugal,PRT,35
Estonia,EST,Male,MAL,Romania,ROU,37
Estonia,EST,Male,MAL,Slovak Republic,SVK,2
Estonia,EST,Male,MAL,Slovenia,SVN,6
Estonia,EST,Male,MAL,Spain,ESP,73
Estonia,EST,Male,MAL,Sweden,SWE,5613
Estonia,EST,Male,MAL,Malta,MLT,0
Estonia,EST,Total,TOT,Austria,AUT,77
Estonia,EST,Total,TOT,Belgium,BEL,218
Estonia,EST,Total,TOT,Bulgaria,BGR,37
Estonia,EST,Total,TOT,Croatia,HRV,74
Estonia,EST,Total,TOT,Cyprus,CYP,14
Estonia,EST,Total,TOT,Czech Republic,CZE,62
Estonia,EST,Total,TOT,Denmark,DNK,597
Estonia,EST,Total,TOT,Estonia,EST,0
Estonia,EST,Total,TOT,Finland,FIN,31597
Estonia,EST,Total,TOT,France,FRA,14705
Estonia,EST,Total,TOT,Germany,DEU,42892
Estonia,EST,Total,TOT,Greece,GRC,52
Estonia,EST,Total,TOT,Hungary,HUN,723
Estonia,EST,Total,TOT,Ireland,IRL,640
Estonia,EST,Total,TOT,Italy,ITA,393
Estonia,EST,Total,TOT,Latvia,LVA,4015
Estonia,EST,Total,TOT,Lithuania,LTU,1113
Estonia,EST,Total,TOT,Luxembourg,LUX,28
Estonia,EST,Total,TOT,Netherlands,NLD,179
Estonia,EST,Total,TOT,Poland,POL,363
Estonia,EST,Total,TOT,Portugal,PRT,65
Estonia,EST,Total,TOT,Romania,ROU,58
Estonia,EST,Total,TOT,Slovak Republic,SVK,9
Estonia,EST,Total,TOT,Slovenia,SVN,15
Estonia,EST,Total,TOT,Spain,ESP,166
Estonia,EST,Total,TOT,Sweden,SWE,13485
Estonia,EST,Total,TOT,Malta,MLT,0
Finland,FIN,Female,FEM,Austria,AUT,1008
Finland,FIN,Female,FEM,Belgium,BEL,1784
Finland,FIN,Female,FEM,Bulgaria,BGR,14
Finland,FIN,Female,FEM,Croatia,HRV,20
Finland,FIN,Female,FEM,Cyprus,CYP,171
Finland,FIN,Female,FEM,Czech Republic,CZE,189
Finland,FIN,Female,FEM,Denmark,DNK,2384
Finland,FIN,Female,FEM,Estonia,EST,637
Finland,FIN,Female,FEM,Finland,FIN,0
Finland,FIN,Female,FEM,France,FRA,40058
Finland,FIN,Female,FEM,Germany,DEU,11423
Finland,FIN,Female,FEM,Greece,GRC,555
Finland,FIN,Female,FEM,Hungary,HUN,186
Finland,FIN,Female,FEM,Ireland,IRL,565
Finland,FIN,Female,FEM,Italy,ITA,1889
Finland,FIN,Female,FEM,Latvia,LVA,59
Finland,FIN,Female,FEM,Lithuania,LTU,28
Finland,FIN,Female,FEM,Luxembourg,LUX,417
Finland,FIN,Female,FEM,Netherlands,NLD,1625
Finland,FIN,Female,FEM,Poland,POL,115
Finland,FIN,Female,FEM,Portugal,PRT,156
Finland,FIN,Female,FEM,Romania,ROU,66
Finland,FIN,Female,FEM,Slovak Republic,SVK,5
Finland,FIN,Female,FEM,Slovenia,SVN,0
Finland,FIN,Female,FEM,Spain,ESP,2526
Finland,FIN,Female,FEM,Sweden,SWE,112665
Finland,FIN,Female,FEM,Malta,MLT,4
Finland,FIN,Male,MAL,Austria,AUT,426
Finland,FIN,Male,MAL,Belgium,BEL,1149
Finland,FIN,Male,MAL,Bulgaria,BGR,18
Finland,FIN,Male,MAL,Croatia,HRV,11
Finland,FIN,Male,MAL,Cyprus,CYP,54
Finland,FIN,Male,MAL,Czech Republic,CZE,146
Finland,FIN,Male,MAL,Denmark,DNK,1182
Finland,FIN,Male,MAL,Estonia,EST,744
Finland,FIN,Male,MAL,Finland,FIN,0
Finland,FIN,Male,MAL,France,FRA,39028
Finland,FIN,Male,MAL,Germany,DEU,5510
Finland,FIN,Male,MAL,Greece,GRC,146
Finland,FIN,Male,MAL,Hungary,HUN,161
Finland,FIN,Male,MAL,Ireland,IRL,227
Finland,FIN,Male,MAL,Italy,ITA,328
Finland,FIN,Male,MAL,Latvia,LVA,71
Finland,FIN,Male,MAL,Lithuania,LTU,37
Finland,FIN,Male,MAL,Luxembourg,LUX,278
Finland,FIN,Male,MAL,Netherlands,NLD,677
Finland,FIN,Male,MAL,Poland,POL,93
Finland,FIN,Male,MAL,Portugal,PRT,215
Finland,FIN,Male,MAL,Romania,ROU,37
Finland,FIN,Male,MAL,Slovak Republic,SVK,6
Finland,FIN,Male,MAL,Slovenia,SVN,0
Finland,FIN,Male,MAL,Spain,ESP,1814
Finland,FIN,Male,MAL,Sweden,SWE,80698
Finland,FIN,Male,MAL,Malta,MLT,3
Finland,FIN,Total,TOT,Austria,AUT,1434
Finland,FIN,Total,TOT,Belgium,BEL,2933
Finland,FIN,Total,TOT,Bulgaria,BGR,32
Finland,FIN,Total,TOT,Croatia,HRV,30
Finland,FIN,Total,TOT,Cyprus,CYP,225
Finland,FIN,Total,TOT,Czech Republic,CZE,335
Finland,FIN,Total,TOT,Denmark,DNK,3566
Finland,FIN,Total,TOT,Estonia,EST,1381
Finland,FIN,Total,TOT,Finland,FIN,0
Finland,FIN,Total,TOT,France,FRA,79086
Finland,FIN,Total,TOT,Germany,DEU,16932
Finland,FIN,Total,TOT,Greece,GRC,701
Finland,FIN,Total,TOT,Hungary,HUN,347
Finland,FIN,Total,TOT,Ireland,IRL,791
Finland,FIN,Total,TOT,Italy,ITA,2217
Finland,FIN,Total,TOT,Latvia,LVA,130
Finland,FIN,Total,TOT,Lithuania,LTU,65
Finland,FIN,Total,TOT,Luxembourg,LUX,695
Finland,FIN,Total,TOT,Netherlands,NLD,2302
Finland,FIN,Total,TOT,Poland,POL,208
Finland,FIN,Total,TOT,Portugal,PRT,371
Finland,FIN,Total,TOT,Romania,ROU,103
Finland,FIN,Total,TOT,Slovak Republic,SVK,11
Finland,FIN,Total,TOT,Slovenia,SVN,1
Finland,FIN,Total,TOT,Spain,ESP,4340
Finland,FIN,Total,TOT,Sweden,SWE,193364
Finland,FIN,Total,TOT,Malta,MLT,6
France,FRA,Female,FEM,Austria,AUT,3545
France,FRA,Female,FEM,Belgium,BEL,58677
France,FRA,Female,FEM,Bulgaria,BGR,169
France,FRA,Female,FEM,Croatia,HRV,380
France,FRA,Female,FEM,Cyprus,CYP,254
France,FRA,Female,FEM,Czech Republic,CZE,2032
France,FRA,Female,FEM,Denmark,DNK,1810
France,FRA,Female,FEM,Estonia,EST,48
France,FRA,Female,FEM,Finland,FIN,426
France,FRA,Female,FEM,France,FRA,0
France,FRA,Female,FEM,Germany,DEU,59776
France,FRA,Female,FEM,Greece,GRC,3014
France,FRA,Female,FEM,Hungary,HUN,649
France,FRA,Female,FEM,Ireland,IRL,4124
France,FRA,Female,FEM,Italy,ITA,32590
France,FRA,Female,FEM,Latvia,LVA,59
France,FRA,Female,FEM,Lithuania,LTU,114
France,FRA,Female,FEM,Luxembourg,LUX,9871
France,FRA,Female,FEM,Netherlands,NLD,10138
France,FRA,Female,FEM,Poland,POL,20482
France,FRA,Female,FEM,Portugal,PRT,49395
France,FRA,Female,FEM,Romania,ROU,421
France,FRA,Female,FEM,Slovak Republic,SVK,792
France,FRA,Female,FEM,Slovenia,SVN,614
France,FRA,Female,FEM,Spain,ESP,68285
France,FRA,Female,FEM,Sweden,SWE,2306
France,FRA,Female,FEM,Malta,MLT,31
France,FRA,Male,MAL,Austria,AUT,2203
France,FRA,Male,MAL,Belgium,BEL,54865
France,FRA,Male,MAL,Bulgaria,BGR,185
France,FRA,Male,MAL,Croatia,HRV,287
France,FRA,Male,MAL,Cyprus,CYP,164
France,FRA,Male,MAL,Czech Republic,CZE,1618
France,FRA,Male,MAL,Denmark,DNK,2289
France,FRA,Male,MAL,Estonia,EST,41
France,FRA,Male,MAL,Finland,FIN,660
France,FRA,Male,MAL,France,FRA,0
France,FRA,Male,MAL,Germany,DEU,52396
France,FRA,Male,MAL,Greece,GRC,2053
France,FRA,Male,MAL,Hungary,HUN,590
France,FRA,Male,MAL,Ireland,IRL,3746
France,FRA,Male,MAL,Italy,ITA,14040
France,FRA,Male,MAL,Latvia,LVA,61
France,FRA,Male,MAL,Lithuania,LTU,81
France,FRA,Male,MAL,Luxembourg,LUX,8862
France,FRA,Male,MAL,Netherlands,NLD,8136
France,FRA,Male,MAL,Poland,POL,16454
France,FRA,Male,MAL,Portugal,PRT,44171
France,FRA,Male,MAL,Romania,ROU,607
France,FRA,Male,MAL,Slovak Republic,SVK,589
France,FRA,Male,MAL,Slovenia,SVN,495
France,FRA,Male,MAL,Spain,ESP,58150
France,FRA,Male,MAL,Sweden,SWE,3235
France,FRA,Male,MAL,Malta,MLT,32
France,FRA,Total,TOT,Austria,AUT,5748
France,FRA,Total,TOT,Belgium,BEL,113542
France,FRA,Total,TOT,Bulgaria,BGR,354
France,FRA,Total,TOT,Croatia,HRV,667
France,FRA,Total,TOT,Cyprus,CYP,418
France,FRA,Total,TOT,Czech Republic,CZE,3650
France,FRA,Total,TOT,Denmark,DNK,4099
France,FRA,Total,TOT,Estonia,EST,89
France,FRA,Total,TOT,Finland,FIN,1086
France,FRA,Total,TOT,France,FRA,0
France,FRA,Total,TOT,Germany,DEU,112171
France,FRA,Total,TOT,Greece,GRC,5066
France,FRA,Total,TOT,Hungary,HUN,1239
France,FRA,Total,TOT,Ireland,IRL,7870
France,FRA,Total,TOT,Italy,ITA,46629
France,FRA,Total,TOT,Latvia,LVA,120
France,FRA,Total,TOT,Lithuania,LTU,196
France,FRA,Total,TOT,Luxembourg,LUX,18733
France,FRA,Total,TOT,Netherlands,NLD,18274
France,FRA,Total,TOT,Poland,POL,36937
France,FRA,Total,TOT,Portugal,PRT,93565
France,FRA,Total,TOT,Romania,ROU,1028
France,FRA,Total,TOT,Slovak Republic,SVK,1381
France,FRA,Total,TOT,Slovenia,SVN,1109
France,FRA,Total,TOT,Spain,ESP,126435
France,FRA,Total,TOT,Sweden,SWE,5541
France,FRA,Total,TOT,Malta,MLT,63
Germany,DEU,Female,FEM,Austria,AUT,57529
Germany,DEU,Female,FEM,Belgium,BEL,17577
Germany,DEU,Female,FEM,Bulgaria,BGR,803
Germany,DEU,Female,FEM,Croatia,HRV,5151
Germany,DEU,Female,FEM,Cyprus,CYP,686
Germany,DEU,Female,FEM,Czech Republic,CZE,5501
Germany,DEU,Female,FEM,Denmark,DNK,14051
Germany,DEU,Female,FEM,Estonia,EST,484
Germany,DEU,Female,FEM,Finland,FIN,1481
Germany,DEU,Female,FEM,France,FRA,131715
Germany,DEU,Female,FEM,Germany,DEU,0
Germany,DEU,Female,FEM,Greece,GRC,6792
Germany,DEU,Female,FEM,Hungary,HUN,9293
Germany,DEU,Female,FEM,Ireland,IRL,5442
Germany,DEU,Female,FEM,Italy,ITA,37833
Germany,DEU,Female,FEM,Latvia,LVA,1364
Germany,DEU,Female,FEM,Lithuania,LTU,808
Germany,DEU,Female,FEM,Luxembourg,LUX,7624
Germany,DEU,Female,FEM,Netherlands,NLD,69039
Germany,DEU,Female,FEM,Poland,POL,62114
Germany,DEU,Female,FEM,Portugal,PRT,13747
Germany,DEU,Female,FEM,Romania,ROU,1178
Germany,DEU,Female,FEM,Slovak Republic,SVK,376
Germany,DEU,Female,FEM,Slovenia,SVN,2799
Germany,DEU,Female,FEM,Spain,ESP,56978
Germany,DEU,Female,FEM,Sweden,SWE,20948
Germany,DEU,Female,FEM,Malta,MLT,138
Germany,DEU,Male,MAL,Austria,AUT,44354
Germany,DEU,Male,MAL,Belgium,BEL,18348
Germany,DEU,Male,MAL,Bulgaria,BGR,723
Germany,DEU,Male,MAL,Croatia,HRV,3630
Germany,DEU,Male,MAL,Cyprus,CYP,501
Germany,DEU,Male,MAL,Czech Republic,CZE,4230
Germany,DEU,Male,MAL,Denmark,DNK,12515
Germany,DEU,Male,MAL,Estonia,EST,494
Germany,DEU,Male,MAL,Finland,FIN,2205
Germany,DEU,Male,MAL,France,FRA,128326
Germany,DEU,Male,MAL,Germany,DEU,0
Germany,DEU,Male,MAL,Greece,GRC,4557
Germany,DEU,Male,MAL,Hungary,HUN,7440
Germany,DEU,Male,MAL,Ireland,IRL,4684
Germany,DEU,Male,MAL,Italy,ITA,17987
Germany,DEU,Male,MAL,Latvia,LVA,1247
Germany,DEU,Male,MAL,Lithuania,LTU,813
Germany,DEU,Male,MAL,Luxembourg,LUX,5232
Germany,DEU,Male,MAL,Netherlands,NLD,46535
Germany,DEU,Male,MAL,Poland,POL,46061
Germany,DEU,Male,MAL,Portugal,PRT,12467
Germany,DEU,Male,MAL,Romania,ROU,1290
Germany,DEU,Male,MAL,Slovak Republic,SVK,353
Germany,DEU,Male,MAL,Slovenia,SVN,2703
Germany,DEU,Male,MAL,Spain,ESP,52476
Germany,DEU,Male,MAL,Sweden,SWE,16799
Germany,DEU,Male,MAL,Malta,MLT,103
Germany,DEU,Total,TOT,Austria,AUT,101883
Germany,DEU,Total,TOT,Belgium,BEL,35924
Germany,DEU,Total,TOT,Bulgaria,BGR,1526
Germany,DEU,Total,TOT,Croatia,HRV,8781
Germany,DEU,Total,TOT,Cyprus,CYP,1187
Germany,DEU,Total,TOT,Czech Republic,CZE,9732
Germany,DEU,Total,TOT,Denmark,DNK,26565
Germany,DEU,Total,TOT,Estonia,EST,978
Germany,DEU,Total,TOT,Finland,FIN,3687
Germany,DEU,Total,TOT,France,FRA,260042
Germany,DEU,Total,TOT,Germany,DEU,0
Germany,DEU,Total,TOT,Greece,GRC,11349
Germany,DEU,Total,TOT,Hungary,HUN,16733
Germany,DEU,Total,TOT,Ireland,IRL,10126
Germany,DEU,Total,TOT,Italy,ITA,55821
Germany,DEU,Total,TOT,Latvia,LVA,2611
Germany,DEU,Total,TOT,Lithuania,LTU,1622
Germany,DEU,Total,TOT,Luxembourg,LUX,12856
Germany,DEU,Total,TOT,Netherlands,NLD,115574
Germany,DEU,Total,TOT,Poland,POL,108175
Germany,DEU,Total,TOT,Portugal,PRT,26214
Germany,DEU,Total,TOT,Romania,ROU,2468
Germany,DEU,Total,TOT,Slovak Republic,SVK,728
Germany,DEU,Total,TOT,Slovenia,SVN,5502
Germany,DEU,Total,TOT,Spain,ESP,109454
Germany,DEU,Total,TOT,Sweden,SWE,37748
Germany,DEU,Total,TOT,Malta,MLT,240
Greece,GRC,Female,FEM,Austria,AUT,974
Greece,GRC,Female,FEM,Belgium,BEL,8732
Greece,GRC,Female,FEM,Bulgaria,BGR,3173
Greece,GRC,Female,FEM,Croatia,HRV,144
Greece,GRC,Female,FEM,Cyprus,CYP,4855
Greece,GRC,Female,FEM,Czech Republic,CZE,904
Greece,GRC,Female,FEM,Denmark,DNK,302
Greece,GRC,Female,FEM,Estonia,EST,5
Greece,GRC,Female,FEM,Finland,FIN,75
Greece,GRC,Female,FEM,France,FRA,9166
Greece,GRC,Female,FEM,Germany,DEU,165559
Greece,GRC,Female,FEM,Greece,GRC,0
Greece,GRC,Female,FEM,Hungary,HUN,1178
Greece,GRC,Female,FEM,Ireland,IRL,152
Greece,GRC,Female,FEM,Italy,ITA,5137
Greece,GRC,Female,FEM,Latvia,LVA,4
Greece,GRC,Female,FEM,Lithuania,LTU,6
Greece,GRC,Female,FEM,Luxembourg,LUX,428
Greece,GRC,Female,FEM,Netherlands,NLD,2545
Greece,GRC,Female,FEM,Poland,POL,1294
Greece,GRC,Female,FEM,Portugal,PRT,0
Greece,GRC,Female,FEM,Romania,ROU,2088
Greece,GRC,Female,FEM,Slovak Republic,SVK,14
Greece,GRC,Female,FEM,Slovenia,SVN,13
Greece,GRC,Female,FEM,Spain,ESP,361
Greece,GRC,Female,FEM,Sweden,SWE,4313
Greece,GRC,Female,FEM,Malta,MLT,203
Greece,GRC,Male,MAL,Austria,AUT,1681
Greece,GRC,Male,MAL,Belgium,BEL,9927
Greece,GRC,Male,MAL,Bulgaria,BGR,3917
Greece,GRC,Male,MAL,Croatia,HRV,123
Greece,GRC,Male,MAL,Cyprus,CYP,6002
Greece,GRC,Male,MAL,Czech Republic,CZE,918
Greece,GRC,Male,MAL,Denmark,DNK,738
Greece,GRC,Male,MAL,Estonia,EST,6
Greece,GRC,Male,MAL,Finland,FIN,375
Greece,GRC,Male,MAL,France,FRA,8930
Greece,GRC,Male,MAL,Germany,DEU,201994
Greece,GRC,Male,MAL,Greece,GRC,0
Greece,GRC,Male,MAL,Hungary,HUN,991
Greece,GRC,Male,MAL,Ireland,IRL,201
Greece,GRC,Male,MAL,Italy,ITA,4932
Greece,GRC,Male,MAL,Latvia,LVA,4
Greece,GRC,Male,MAL,Lithuania,LTU,7
Greece,GRC,Male,MAL,Luxembourg,LUX,429
Greece,GRC,Male,MAL,Netherlands,NLD,4728
Greece,GRC,Male,MAL,Poland,POL,1763
Greece,GRC,Male,MAL,Portugal,PRT,0
Greece,GRC,Male,MAL,Romania,ROU,2342
Greece,GRC,Male,MAL,Slovak Republic,SVK,12
Greece,GRC,Male,MAL,Slovenia,SVN,9
Greece,GRC,Male,MAL,Spain,ESP,553
Greece,GRC,Male,MAL,Sweden,SWE,6422
Greece,GRC,Male,MAL,Malta,MLT,145
Greece,GRC,Total,TOT,Austria,AUT,2655
Greece,GRC,Total,TOT,Belgium,BEL,18659
Greece,GRC,Total,TOT,Bulgaria,BGR,7091
Greece,GRC,Total,TOT,Croatia,HRV,266
Greece,GRC,Total,TOT,Cyprus,CYP,10857
Greece,GRC,Total,TOT,Czech Republic,CZE,1822
Greece,GRC,Total,TOT,Denmark,DNK,1039
Greece,GRC,Total,TOT,Estonia,EST,11
Greece,GRC,Total,TOT,Finland,FIN,450
Greece,GRC,Total,TOT,France,FRA,18096
Greece,GRC,Total,TOT,Germany,DEU,367554
Greece,GRC,Total,TOT,Greece,GRC,0
Greece,GRC,Total,TOT,Hungary,HUN,2169
Greece,GRC,Total,TOT,Ireland,IRL,353
Greece,GRC,Total,TOT,Italy,ITA,10069
Greece,GRC,Total,TOT,Latvia,LVA,8
Greece,GRC,Total,TOT,Lithuania,LTU,12
Greece,GRC,Total,TOT,Luxembourg,LUX,857
Greece,GRC,Total,TOT,Netherlands,NLD,7273
Greece,GRC,Total,TOT,Poland,POL,3057
Greece,GRC,Total,TOT,Portugal,PRT,0
Greece,GRC,Total,TOT,Romania,ROU,4430
Greece,GRC,Total,TOT,Slovak Republic,SVK,26
Greece,GRC,Total,TOT,Slovenia,SVN,22
Greece,GRC,Total,TOT,Spain,ESP,913
Greece,GRC,Total,TOT,Sweden,SWE,10735
Greece,GRC,Total,TOT,Malta,MLT,348
Hungary,HUN,Female,FEM,Austria,AUT,9388
Hungary,HUN,Female,FEM,Belgium,BEL,771
Hungary,HUN,Female,FEM,Bulgaria,BGR,224
Hungary,HUN,Female,FEM,Croatia,HRV,827
Hungary,HUN,Female,FEM,Cyprus,CYP,98
Hungary,HUN,Female,FEM,Czech Republic,CZE,3500
Hungary,HUN,Female,FEM,Denmark,DNK,735
Hungary,HUN,Female,FEM,Estonia,EST,37
Hungary,HUN,Female,FEM,Finland,FIN,378
Hungary,HUN,Female,FEM,France,FRA,19063
Hungary,HUN,Female,FEM,Germany,DEU,37402
Hungary,HUN,Female,FEM,Greece,GRC,342
Hungary,HUN,Female,FEM,Hungary,HUN,0
Hungary,HUN,Female,FEM,Ireland,IRL,240
Hungary,HUN,Female,FEM,Italy,ITA,4293
Hungary,HUN,Female,FEM,Latvia,LVA,141
Hungary,HUN,Female,FEM,Lithuania,LTU,62
Hungary,HUN,Female,FEM,Luxembourg,LUX,171
Hungary,HUN,Female,FEM,Netherlands,NLD,3038
Hungary,HUN,Female,FEM,Poland,POL,881
Hungary,HUN,Female,FEM,Portugal,PRT,0
Hungary,HUN,Female,FEM,Romania,ROU,3548
Hungary,HUN,Female,FEM,Slovak Republic,SVK,10471
Hungary,HUN,Female,FEM,Slovenia,SVN,14
Hungary,HUN,Female,FEM,Spain,ESP,719
Hungary,HUN,Female,FEM,Sweden,SWE,6855
Hungary,HUN,Female,FEM,Malta,MLT,91
Hungary,HUN,Male,MAL,Austria,AUT,8567
Hungary,HUN,Male,MAL,Belgium,BEL,523
Hungary,HUN,Male,MAL,Bulgaria,BGR,141
Hungary,HUN,Male,MAL,Croatia,HRV,328
Hungary,HUN,Male,MAL,Cyprus,CYP,59
Hungary,HUN,Male,MAL,Czech Republic,CZE,2755
Hungary,HUN,Male,MAL,Denmark,DNK,815
Hungary,HUN,Male,MAL,Estonia,EST,40
Hungary,HUN,Male,MAL,Finland,FIN,470
Hungary,HUN,Male,MAL,France,FRA,18572
Hungary,HUN,Male,MAL,Germany,DEU,34428
Hungary,HUN,Male,MAL,Greece,GRC,176
Hungary,HUN,Male,MAL,Hungary,HUN,0
Hungary,HUN,Male,MAL,Ireland,IRL,243
Hungary,HUN,Male,MAL,Italy,ITA,775
Hungary,HUN,Male,MAL,Latvia,LVA,126
Hungary,HUN,Male,MAL,Lithuania,LTU,58
Hungary,HUN,Male,MAL,Luxembourg,LUX,120
Hungary,HUN,Male,MAL,Netherlands,NLD,2193
Hungary,HUN,Male,MAL,Poland,POL,642
Hungary,HUN,Male,MAL,Portugal,PRT,0
